repoName,repoOrg,contributor_login,contributions
Theano,Theano,rilut,1
Theano,Theano,rkern,1
Theano,Theano,millette,1
Theano,Theano,Inoryy,1
Theano,Theano,saatvikshah1994,1
Theano,Theano,seberg,1
Theano,Theano,SebastinSanty,1
Theano,Theano,superbobry,1
Theano,Theano,serge-m,1
Theano,Theano,shaibagon,1
Theano,Theano,betatim,1
Theano,Theano,vikkamath,1
Theano,Theano,weilinear,1
Theano,Theano,oeway,1
Theano,Theano,xternalz,1
Theano,Theano,ynd,1
Theano,Theano,yaroslavvb,1
Theano,Theano,frankyjuang,1
Theano,Theano,itdxer,1
Theano,Theano,dwiel,1
Theano,Theano,yzotov,1
Theano,Theano,warmspringwinds,1
Theano,Theano,dareneiri,1
Theano,Theano,eulerreich,1
Theano,Theano,hexahedria,1
Theano,Theano,jakirkham,1
Theano,Theano,jotterbach,1
Theano,Theano,lrast,1
Theano,Theano,morrme,1
Theano,Theano,naitonium,1
Theano,Theano,rahul003,1
Theano,Theano,reyoung,1
Theano,Theano,rolfvandam,1
Theano,Theano,superantichrist,1
Theano,Theano,theaverageguy,1
Theano,Theano,tillahoffmann,1
Theano,Theano,valtron,1
Theano,Theano,wuaalb,1
Theano,Theano,you-n-g,1
incubator-mxnet,apache,tqchen,811
incubator-mxnet,apache,mli,545
incubator-mxnet,apache,antinucleon,535
incubator-mxnet,apache,piiswrong,529
incubator-mxnet,apache,pluskid,344
incubator-mxnet,apache,javelinjs,208
incubator-mxnet,apache,thirdwing,141
incubator-mxnet,apache,sneakerkg,110
incubator-mxnet,apache,terrytangyuan,109
incubator-mxnet,apache,yajiedesign,102
incubator-mxnet,apache,kevinthesun,101
incubator-mxnet,apache,szha,96
incubator-mxnet,apache,sxjscience,95
incubator-mxnet,apache,winstywang,93
incubator-mxnet,apache,hotpxl,91
incubator-mxnet,apache,hjk41,86
incubator-mxnet,apache,Ldpe2G,55
incubator-mxnet,apache,sandeep-krishnamurthy,54
incubator-mxnet,apache,tornadomeet,53
incubator-mxnet,apache,mavenlin,51
incubator-mxnet,apache,jermainewang,50
incubator-mxnet,apache,hetong007,47
incubator-mxnet,apache,yanqingmen,45
incubator-mxnet,apache,qiaohaijun,40
incubator-mxnet,apache,eric-haibin-lin,39
incubator-mxnet,apache,cjolivier01,33
incubator-mxnet,apache,vchuravy,32
incubator-mxnet,apache,Roshrini,31
incubator-mxnet,apache,yzhang87,31
incubator-mxnet,apache,howard0su,31
incubator-mxnet,apache,nswamy,30
incubator-mxnet,apache,ptrendx,30
incubator-mxnet,apache,sbodenstein,30
incubator-mxnet,apache,zhreshold,29
incubator-mxnet,apache,indhub,26
incubator-mxnet,apache,lxn2,26
incubator-mxnet,apache,ZihengJiang,25
incubator-mxnet,apache,madjam,22
incubator-mxnet,apache,reminisce,22
incubator-mxnet,apache,sergeykolychev,19
incubator-mxnet,apache,zackchase,19
incubator-mxnet,apache,leezu,18
incubator-mxnet,apache,udibr,16
incubator-mxnet,apache,leopd,16
incubator-mxnet,apache,CodingCat,16
incubator-mxnet,apache,andremoeller,16
incubator-mxnet,apache,DickJC123,15
incubator-mxnet,apache,mbaijal,15
incubator-mxnet,apache,anirudh2290,14
incubator-mxnet,apache,pracheer,14
incubator-mxnet,apache,Godricly,14
incubator-mxnet,apache,liyuance,14
incubator-mxnet,apache,taoari,14
incubator-mxnet,apache,ziyeqinghan,14
incubator-mxnet,apache,rahul003,13
incubator-mxnet,apache,ap-hynninen,13
incubator-mxnet,apache,precedenceguo,12
incubator-mxnet,apache,Soonhwan-Kwon,12
incubator-mxnet,apache,wangg12,12
incubator-mxnet,apache,miguelgfierro,11
incubator-mxnet,apache,lx75249,11
incubator-mxnet,apache,glingyan,11
incubator-mxnet,apache,asmushetzel,11
incubator-mxnet,apache,jiajiechen,10
incubator-mxnet,apache,Kublai-Jing,10
incubator-mxnet,apache,zhangchen-qinyinghua,10
incubator-mxnet,apache,zhenlinluo,10
incubator-mxnet,apache,phunterlau,10
incubator-mxnet,apache,larroy,10
incubator-mxnet,apache,apaleyes,9
incubator-mxnet,apache,gautamkmr,9
incubator-mxnet,apache,qcl6355,9
incubator-mxnet,apache,lyttonhao,9
incubator-mxnet,apache,arank,8
incubator-mxnet,apache,xlvector,8
incubator-mxnet,apache,XericZephyr,8
incubator-mxnet,apache,dongguosheng,8
incubator-mxnet,apache,astonzhang,8
incubator-mxnet,apache,linmx0130,8
incubator-mxnet,apache,pommedeterresautee,8
incubator-mxnet,apache,WellyZhang,7
incubator-mxnet,apache,Answeror,7
incubator-mxnet,apache,b0noI,7
incubator-mxnet,apache,dsqx71,7
incubator-mxnet,apache,Gelu74,6
incubator-mxnet,apache,HrWangChengdu,6
incubator-mxnet,apache,Harmonicahappy,6
incubator-mxnet,apache,jspisak,6
incubator-mxnet,apache,thinksanky,6
incubator-mxnet,apache,vsooda,6
incubator-mxnet,apache,yang1fan2,6
incubator-mxnet,apache,SkidanovAlex,6
incubator-mxnet,apache,harryprince,5
incubator-mxnet,apache,tdomhan,5
incubator-mxnet,apache,lazyparser,5
incubator-mxnet,apache,aileli,5
incubator-mxnet,apache,formath,5
incubator-mxnet,apache,gurumurthys,5
incubator-mxnet,apache,solin319,5
incubator-mxnet,apache,ZiyueHuang,5
incubator-mxnet,apache,hiraditya,5
incubator-mxnet,apache,jcbsv,5
incubator-mxnet,apache,luoyetx,5
incubator-mxnet,apache,alextnewman,4
incubator-mxnet,apache,arikpoz,4
incubator-mxnet,apache,burness,4
incubator-mxnet,apache,ckomaki,4
incubator-mxnet,apache,fhieber,4
incubator-mxnet,apache,lupesko,4
incubator-mxnet,apache,JeanKossaifi,4
incubator-mxnet,apache,kemaswill,4
incubator-mxnet,apache,kli-nlpr,4
incubator-mxnet,apache,KellenSunderland,4
incubator-mxnet,apache,kkk669,4
incubator-mxnet,apache,Piyush3dB,4
incubator-mxnet,apache,Trangle,4
incubator-mxnet,apache,abuccts,4
incubator-mxnet,apache,gengyifeng,4
incubator-mxnet,apache,Zehaos,4
incubator-mxnet,apache,alues,4
incubator-mxnet,apache,jeremiedb,4
incubator-mxnet,apache,qingzhouzhen,4
incubator-mxnet,apache,tmatas,4
incubator-mxnet,apache,wac81,4
incubator-mxnet,apache,yuruofeifei,4
incubator-mxnet,apache,happynear,4
incubator-mxnet,apache,loofahcus,4
incubator-mxnet,apache,BobLiu20,3
incubator-mxnet,apache,CNevd,3
incubator-mxnet,apache,chetkhatri,3
incubator-mxnet,apache,DamonDeng,3
incubator-mxnet,apache,dansbecker,3
incubator-mxnet,apache,hesseltuinhof,3
incubator-mxnet,apache,II-Matto,3
incubator-mxnet,apache,jamesliu,3
incubator-mxnet,apache,jingpengw,3
incubator-mxnet,apache,krosaen,3
incubator-mxnet,apache,mkolod,3
incubator-mxnet,apache,Orange15,3
incubator-mxnet,apache,Puriney,3
incubator-mxnet,apache,qiyuangong,3
incubator-mxnet,apache,rfarouni,3
incubator-mxnet,apache,tlby,3
incubator-mxnet,apache,seanpmorgan,3
incubator-mxnet,apache,ysh329,3
incubator-mxnet,apache,zihaolucky,3
incubator-mxnet,apache,alex-weaver,3
incubator-mxnet,apache,bhavinthaker,3
incubator-mxnet,apache,bwilbertz,3
incubator-mxnet,apache,fukatani,3
incubator-mxnet,apache,junranhe,3
incubator-mxnet,apache,lukemetz,3
incubator-mxnet,apache,sifmelcara,3
incubator-mxnet,apache,nicklhy,3
incubator-mxnet,apache,zhubuntu,3
incubator-mxnet,apache,Kaixhin,3
incubator-mxnet,apache,matteosal,3
incubator-mxnet,apache,nowozin,3
incubator-mxnet,apache,shivarajugowda,3
incubator-mxnet,apache,stefanhenneking,3
incubator-mxnet,apache,Azure-Vani,3
incubator-mxnet,apache,kadeng,3
incubator-mxnet,apache,mseeger,3
incubator-mxnet,apache,skylook,3
incubator-mxnet,apache,xylcbd,2
incubator-mxnet,apache,benqua,2
incubator-mxnet,apache,bryandeng,2
incubator-mxnet,apache,chasonlee,2
incubator-mxnet,apache,ironyoung,2
incubator-mxnet,apache,Bartzi,2
incubator-mxnet,apache,chunyang-wen,2
incubator-mxnet,apache,dleen,2
incubator-mxnet,apache,geoalgo,2
incubator-mxnet,apache,fionnan,2
incubator-mxnet,apache,jmerkow,2
incubator-mxnet,apache,jli05,2
incubator-mxnet,apache,Jerryzcn,2
incubator-mxnet,apache,weijianwen,2
incubator-mxnet,apache,melody-rain,2
incubator-mxnet,apache,jonasrauber,2
incubator-mxnet,apache,fullfanta,2
incubator-mxnet,apache,yzgysjr,2
incubator-mxnet,apache,knjcode,2
incubator-mxnet,apache,kj-ki,2
incubator-mxnet,apache,liangfu,2
incubator-mxnet,apache,Seanlinx,2
incubator-mxnet,apache,EricFisher,2
incubator-mxnet,apache,pqn,2
incubator-mxnet,apache,shahrajat,2
incubator-mxnet,apache,rinuboney,2
incubator-mxnet,apache,sodabeta7,2
incubator-mxnet,apache,koallen,2
incubator-mxnet,apache,SlipknotTN,2
incubator-mxnet,apache,terrychenism,2
incubator-mxnet,apache,xiandong79,2
incubator-mxnet,apache,xioryu,2
incubator-mxnet,apache,yanboliang,2
incubator-mxnet,apache,yash1,2
incubator-mxnet,apache,shiyemin,2
incubator-mxnet,apache,ykim362,2
incubator-mxnet,apache,YuwenXiong,2
incubator-mxnet,apache,ppwwyyxx,2
incubator-mxnet,apache,huazehuang,2
incubator-mxnet,apache,zygmuntz,2
incubator-mxnet,apache,adstraw,2
incubator-mxnet,apache,andreaolgiati,2
incubator-mxnet,apache,danielgordon10,2
incubator-mxnet,apache,dkleikesa,2
incubator-mxnet,apache,dtmoodie,2
incubator-mxnet,apache,joey2014,2
incubator-mxnet,apache,voidrank,2
incubator-mxnet,apache,rishita,2
incubator-mxnet,apache,rldotai,2
incubator-mxnet,apache,vafl,2
incubator-mxnet,apache,wshenx,2
incubator-mxnet,apache,wzl12356,2
incubator-mxnet,apache,xgastaldi,2
incubator-mxnet,apache,yuweiw823,2
incubator-mxnet,apache,Atry,2
incubator-mxnet,apache,asmith26,2
incubator-mxnet,apache,feiga,2
incubator-mxnet,apache,jostep,2
incubator-mxnet,apache,jiayue666,2
incubator-mxnet,apache,matthill,2
incubator-mxnet,apache,nitnelave,2
incubator-mxnet,apache,XD-DENG,2
incubator-mxnet,apache,shallyan,2
incubator-mxnet,apache,liubenyuan,2
incubator-mxnet,apache,aaronmarkham,1
incubator-mxnet,apache,Abusnina,1
incubator-mxnet,apache,adamcrussell,1
incubator-mxnet,apache,jrosebr1,1
incubator-mxnet,apache,ameshkoff,1
incubator-mxnet,apache,smolix,1
incubator-mxnet,apache,alexandraj777,1
incubator-mxnet,apache,windywinter,1
incubator-mxnet,apache,statist-bhfz,1
incubator-mxnet,apache,ArtanisCV,1
incubator-mxnet,apache,ashokei,1
incubator-mxnet,apache,bigtan,1
incubator-mxnet,apache,aksnzhy,1
incubator-mxnet,apache,chaoyuaw,1
incubator-mxnet,apache,cauldnz,1
incubator-mxnet,apache,Cloudyrie,1
incubator-mxnet,apache,loveisp,1
incubator-mxnet,apache,darabos,1
incubator-mxnet,apache,doctaweeks,1
incubator-mxnet,apache,danithaca,1
incubator-mxnet,apache,taineleau,1
incubator-mxnet,apache,fdavidcl,1
incubator-mxnet,apache,5urprise,1
incubator-mxnet,apache,dashaub,1
incubator-mxnet,apache,dmmiller612,1
incubator-mxnet,apache,Devinsuit,1
incubator-mxnet,apache,domdivakaruni,1
incubator-mxnet,apache,liueryun,1
incubator-mxnet,apache,EvanzzzZ,1
incubator-mxnet,apache,FCInter,1
incubator-mxnet,apache,freddycct,1
incubator-mxnet,apache,jemaw,1
incubator-mxnet,apache,Guneet-Dhillon,1
incubator-mxnet,apache,shenh10,1
incubator-mxnet,apache,suhangpro,1
incubator-mxnet,apache,zhanghang1989,1
incubator-mxnet,apache,Oh233,1
incubator-mxnet,apache,hyandell,1
incubator-mxnet,apache,Hexiang-Hu,1
incubator-mxnet,apache,mitake,1
incubator-mxnet,apache,bikestra,1
incubator-mxnet,apache,jaewoosong,1
incubator-mxnet,apache,nerdcha,1
incubator-mxnet,apache,jbcdnr,1
incubator-mxnet,apache,jqueguiner,1
incubator-mxnet,apache,JeffDong,1
incubator-mxnet,apache,ae86208,1
incubator-mxnet,apache,thinxer,1
incubator-mxnet,apache,zjf,1
incubator-mxnet,apache,neodooth,1
incubator-mxnet,apache,pierric,1
incubator-mxnet,apache,kottmann,1
incubator-mxnet,apache,jonsafari,1
incubator-mxnet,apache,jonasrla,1
incubator-mxnet,apache,milthorpe,1
incubator-mxnet,apache,junluan,1
incubator-mxnet,apache,Keiku,1
incubator-mxnet,apache,korneil,1
incubator-mxnet,apache,srikris,1
incubator-mxnet,apache,Lchiffon,1
incubator-mxnet,apache,leoncamel,1
incubator-mxnet,apache,hyqLeonardo,1
incubator-mxnet,apache,donglixp,1
incubator-mxnet,apache,ctliu3,1
incubator-mxnet,apache,Lyken17,1
incubator-mxnet,apache,de-vri-es,1
incubator-mxnet,apache,maddyonline,1
incubator-mxnet,apache,MarcBarakat,1
incubator-mxnet,apache,sveitser,1
incubator-mxnet,apache,mzhang001,1
incubator-mxnet,apache,mhall119,1
incubator-mxnet,apache,mqtlam,1
incubator-mxnet,apache,mjamroz,1
incubator-mxnet,apache,mwbyeon,1
incubator-mxnet,apache,minazou,1
incubator-mxnet,apache,offerm,1
incubator-mxnet,apache,Hebali,1
incubator-mxnet,apache,peiyunh,1
incubator-mxnet,apache,pengli09,1
incubator-mxnet,apache,facundoq,1
incubator-mxnet,apache,peschn,1
incubator-mxnet,apache,peterzcc,1
incubator-mxnet,apache,philipskokoh,1
incubator-mxnet,apache,lipiji,1
incubator-mxnet,apache,Prasad9,1
incubator-mxnet,apache,pra85,1
incubator-mxnet,apache,pineking,1
incubator-mxnet,apache,rravu3,1
incubator-mxnet,apache,ranjanan,1
incubator-mxnet,apache,darxriggs,1
incubator-mxnet,apache,robdefeo,1
incubator-mxnet,apache,recastrodiaz,1
incubator-mxnet,apache,isnowfy,1
incubator-mxnet,apache,rupeshs,1
incubator-mxnet,apache,ry,1
incubator-mxnet,apache,twitwi,1
incubator-mxnet,apache,SCP-173-cool,1
incubator-mxnet,apache,kindruth,1
incubator-mxnet,apache,samster25,1
incubator-mxnet,apache,thatindiandude,1
incubator-mxnet,apache,saswatac,1
incubator-mxnet,apache,saurabh3949,1
incubator-mxnet,apache,sethah,1
incubator-mxnet,apache,bittnt,1
incubator-mxnet,apache,flyers,1
incubator-mxnet,apache,SmartAILM,1
incubator-mxnet,apache,srochel,1
incubator-mxnet,apache,startakovsky,1
incubator-mxnet,apache,TJCVRS,1
incubator-mxnet,apache,taiyun,1
incubator-mxnet,apache,taliesinb,1
incubator-mxnet,apache,sighingnow,1
incubator-mxnet,apache,taras-sereda,1
incubator-mxnet,apache,gitter-badger,1
incubator-mxnet,apache,timgasper,1
incubator-mxnet,apache,ctongfei,1
incubator-mxnet,apache,jtjohnston,1
incubator-mxnet,apache,Vandermode,1
incubator-mxnet,apache,walterreade,1
incubator-mxnet,apache,WarBean,1
incubator-mxnet,apache,catalystfrank,1
incubator-mxnet,apache,turinglife,1
incubator-mxnet,apache,road2stat,1
incubator-mxnet,apache,xuezhisd,1
incubator-mxnet,apache,FinalTheory,1
incubator-mxnet,apache,bignamehyp,1
incubator-mxnet,apache,zhouye,1
incubator-mxnet,apache,bearsroom,1
incubator-mxnet,apache,yukoba,1
incubator-mxnet,apache,shuokay,1
incubator-mxnet,apache,higumachan,1
incubator-mxnet,apache,zdwolfe,1
incubator-mxnet,apache,starimpact,1
incubator-mxnet,apache,zhenwendai,1
incubator-mxnet,apache,likelyzhao,1
incubator-mxnet,apache,pcpLiu,1
incubator-mxnet,apache,g329,1
incubator-mxnet,apache,achao2013,1
incubator-mxnet,apache,MonkeyTang,1
incubator-mxnet,apache,austingg,1
incubator-mxnet,apache,blackball,1
incubator-mxnet,apache,bravomikekilo,1
incubator-mxnet,apache,buryang,1
incubator-mxnet,apache,clcarwin,1
incubator-mxnet,apache,chinakook,1
incubator-mxnet,apache,chrisdubois,1
incubator-mxnet,apache,chuan92,1
incubator-mxnet,apache,cjfan,1
incubator-mxnet,apache,cpansprout,1
incubator-mxnet,apache,eldercrow,1
incubator-mxnet,apache,fengshikun,1
incubator-mxnet,apache,freesouls,1
incubator-mxnet,apache,harouwu,1
incubator-mxnet,apache,heyf,1
incubator-mxnet,apache,hyxie6,1
incubator-mxnet,apache,ikvision,1
incubator-mxnet,apache,0x6a62,1
incubator-mxnet,apache,jennyzhang0215,1
incubator-mxnet,apache,jhwei,1
incubator-mxnet,apache,jychoi84,1
incubator-mxnet,apache,kice,1
incubator-mxnet,apache,kikoqiu,1
incubator-mxnet,apache,leotam,1
incubator-mxnet,apache,li-haoran,1
incubator-mxnet,apache,kernel8liang,1
incubator-mxnet,apache,lightingghost,1
incubator-mxnet,apache,zlmzju,1
incubator-mxnet,apache,LinJiayn,1
incubator-mxnet,apache,lordofgod,1
incubator-mxnet,apache,ma-rtin,1
incubator-mxnet,apache,max0x,1
incubator-mxnet,apache,coder-james,1
incubator-mxnet,apache,mg0880gm,1
incubator-mxnet,apache,mhzdlm,1
incubator-mxnet,apache,mikerossgithub,1
incubator-mxnet,apache,minhtannguyen,1
incubator-mxnet,apache,moskewcz,1
incubator-mxnet,apache,mrkumar83,1
incubator-mxnet,apache,mzmssg,1
incubator-mxnet,apache,nebw,1
incubator-mxnet,apache,nirbenz,1
incubator-mxnet,apache,oura-fj,1
incubator-mxnet,apache,renewjoy,1
incubator-mxnet,apache,superzrx,1
incubator-mxnet,apache,sennendoko,1
incubator-mxnet,apache,shiyang23,1
incubator-mxnet,apache,shiyangdaisy23,1
incubator-mxnet,apache,shujonnaha,1
incubator-mxnet,apache,crazy-cat,1
caffe2,caffe2,Yangqing,524
caffe2,caffe2,akyrola,287
caffe2,caffe2,bwasti,182
caffe2,caffe2,lukeyeager,89
caffe2,caffe2,slayton58,87
caffe2,caffe2,salexspb,67
caffe2,caffe2,pietern,67
caffe2,caffe2,kittipatv,61
caffe2,caffe2,asaadaldien,61
caffe2,caffe2,harouwu,59
caffe2,caffe2,dzhulgakov,51
caffe2,caffe2,azzolini,50
caffe2,caffe2,ajtulloch,50
caffe2,caffe2,bddppq,41
caffe2,caffe2,kennyhorror,36
caffe2,caffe2,jamesr66a,36
caffe2,caffe2,aaronmarkham,36
caffe2,caffe2,xianjiec,32
caffe2,caffe2,jhcross,31
caffe2,caffe2,sf-wind,30
caffe2,caffe2,benzyx,26
caffe2,caffe2,chocjy,24
caffe2,caffe2,urikz,24
caffe2,caffe2,jerryzh168,24
caffe2,caffe2,hlu1,20
caffe2,caffe2,viswanathgs,20
caffe2,caffe2,boryiingsu,19
caffe2,caffe2,volkhin,17
caffe2,caffe2,ilia-cher,15
caffe2,caffe2,wutao27,13
caffe2,caffe2,pooyadavoodi,13
caffe2,caffe2,jackielxu,11
caffe2,caffe2,glogowski-wojciech,11
caffe2,caffe2,jeffdonahue,10
caffe2,caffe2,tomdz,10
caffe2,caffe2,andrewwdye,9
caffe2,caffe2,martinraison,9
caffe2,caffe2,romain-intel,9
caffe2,caffe2,meyering,8
caffe2,caffe2,ezineo,8
caffe2,caffe2,deepakg92,7
caffe2,caffe2,gsethi523,7
caffe2,caffe2,jonmorton,7
caffe2,caffe2,jspark1105,6
caffe2,caffe2,kevinwilfong,6
caffe2,caffe2,Maratyszcza,6
caffe2,caffe2,haychris,5
caffe2,caffe2,JohnRambo,5
caffe2,caffe2,wesolwsk,5
caffe2,caffe2,davinwang,4
caffe2,caffe2,willyd,4
caffe2,caffe2,igorsugak,4
caffe2,caffe2,JoelMarcey,4
caffe2,caffe2,rayleichen,4
caffe2,caffe2,zem7,4
caffe2,caffe2,pestevez,4
caffe2,caffe2,yayitsamyzhang,3
caffe2,caffe2,danzimm,3
caffe2,caffe2,ffjiang,3
caffe2,caffe2,houseroad,3
caffe2,caffe2,rbgirshick,3
caffe2,caffe2,williford,3
caffe2,caffe2,andrewjcg,2
caffe2,caffe2,mrharicot,2
caffe2,caffe2,agrawaldevesh,2
caffe2,caffe2,ezyang,2
caffe2,caffe2,fricc33,2
caffe2,caffe2,hgaiser,2
caffe2,caffe2,wickedfoo,2
caffe2,caffe2,longjon,2
caffe2,caffe2,jmp84,2
caffe2,caffe2,enosair,2
caffe2,caffe2,shenxiul,2
caffe2,caffe2,soumith,2
caffe2,caffe2,blandinw,2
caffe2,caffe2,yfeldblum,2
caffe2,caffe2,zdevito,2
caffe2,caffe2,supertetelman,1
caffe2,caffe2,ajinkyakolhe112,1
caffe2,caffe2,abjurato,1
caffe2,caffe2,anshulverma,1
caffe2,caffe2,csarron,1
caffe2,caffe2,cbalint13,1
caffe2,caffe2,brettkoonce,1
caffe2,caffe2,CSLJXing,1
caffe2,caffe2,chalisegrogan,1
caffe2,caffe2,thinkski,1
caffe2,caffe2,dbermond,1
caffe2,caffe2,hoangmit,1
caffe2,caffe2,eddiesmo,1
caffe2,caffe2,facebook-github-bot,1
caffe2,caffe2,leemgs,1
caffe2,caffe2,gfursin,1
caffe2,caffe2,HBadertscher,1
caffe2,caffe2,herry13,1
caffe2,caffe2,hskang9,1
caffe2,caffe2,jpowie01,1
caffe2,caffe2,JammyZhou,1
caffe2,caffe2,jay-mahadeokar,1
caffe2,caffe2,jeffdunn,1
caffe2,caffe2,thinxer,1
caffe2,caffe2,junluan,1
caffe2,caffe2,KaimingHe,1
caffe2,caffe2,mboyd1017,1
caffe2,caffe2,malekdoghman,1
caffe2,caffe2,matzeox,1
caffe2,caffe2,russoue,1
caffe2,caffe2,nayoo,1
caffe2,caffe2,nicodjimenez,1
caffe2,caffe2,nicolasvasilache,1
caffe2,caffe2,nlaptev,1
caffe2,caffe2,philippv,1
caffe2,caffe2,rxianfb,1
caffe2,caffe2,rishirajsinghjhelumi,1
caffe2,caffe2,kochie,1
caffe2,caffe2,seansnyder,1
caffe2,caffe2,Setogit,1
caffe2,caffe2,songhan,1
caffe2,caffe2,xw0,1
caffe2,caffe2,xiaoyunwu,1
caffe2,caffe2,caiyang,1
caffe2,caffe2,ipiszy,1
caffe2,caffe2,yzheng624,1
caffe2,caffe2,haracejacob,1
caffe2,caffe2,iamqk,1
caffe2,caffe2,inspire99,1
caffe2,caffe2,githubGomathi,1
caffe2,caffe2,zzz197,1
caffe2,caffe2,Knight-X,1
caffe2,caffe2,uestclx,1
caffe2,caffe2,yangyanzhan,1
Swift-AI,Swift-AI,collinhundley,288
Swift-AI,Swift-AI,mipstian,8
Swift-AI,Swift-AI,lionbytes,6
Swift-AI,Swift-AI,neoneye,4
Swift-AI,Swift-AI,angu,3
Swift-AI,Swift-AI,perlfly,3
Swift-AI,Swift-AI,abargh,2
Swift-AI,Swift-AI,JuIioCesar,2
Swift-AI,Swift-AI,radarhere,1
Swift-AI,Swift-AI,Danappelxx,1
Swift-AI,Swift-AI,JiriTrecak,1
Swift-AI,Swift-AI,marcferna,1
Swift-AI,Swift-AI,garnele007,1
Swift-AI,Swift-AI,timsearle,1
Swift-AI,Swift-AI,timvermeulen,1
Swift-AI,Swift-AI,pixelspark,1
Swift-AI,Swift-AI,vittoriom,1
Swift-AI,Swift-AI,wenqinYe,1
Swift-AI,Swift-AI,shu223,1
tiny-dnn,tiny-dnn,nyanp,462
tiny-dnn,tiny-dnn,edgarriba,89
tiny-dnn,tiny-dnn,beru,61
tiny-dnn,tiny-dnn,pansk,41
tiny-dnn,tiny-dnn,karandesai-96,35
tiny-dnn,tiny-dnn,wangyida,28
tiny-dnn,tiny-dnn,Randl,22
tiny-dnn,tiny-dnn,kecsap,11
tiny-dnn,tiny-dnn,stereomatchingkiss,10
tiny-dnn,tiny-dnn,reunanen,7
tiny-dnn,tiny-dnn,Abai,6
tiny-dnn,tiny-dnn,DelightRun,6
tiny-dnn,tiny-dnn,prlz77,6
tiny-dnn,tiny-dnn,festlv,6
tiny-dnn,tiny-dnn,pliptor,5
tiny-dnn,tiny-dnn,rolandpersson,5
tiny-dnn,tiny-dnn,Teemperor,5
tiny-dnn,tiny-dnn,rmsalinas,4
tiny-dnn,tiny-dnn,alessandro-gentilini,3
tiny-dnn,tiny-dnn,H4kor,3
tiny-dnn,tiny-dnn,Jiaolong,3
tiny-dnn,tiny-dnn,nishnik,3
tiny-dnn,tiny-dnn,syoyo,3
tiny-dnn,tiny-dnn,jamseams,2
tiny-dnn,tiny-dnn,lucaspbordignon,2
tiny-dnn,tiny-dnn,MikalaiDrabovich,2
tiny-dnn,tiny-dnn,NiklasRosenstein,2
tiny-dnn,tiny-dnn,srk97,2
tiny-dnn,tiny-dnn,tolgabirdal,2
tiny-dnn,tiny-dnn,dicroce,2
tiny-dnn,tiny-dnn,vgrabe,2
tiny-dnn,tiny-dnn,yan796,2
tiny-dnn,tiny-dnn,azsane,2
tiny-dnn,tiny-dnn,bhack,2
tiny-dnn,tiny-dnn,yumetodo,2
tiny-dnn,tiny-dnn,blackccpie,1
tiny-dnn,tiny-dnn,radarhere,1
tiny-dnn,tiny-dnn,balintfodor,1
tiny-dnn,tiny-dnn,eduherminio,1
tiny-dnn,tiny-dnn,Filoz,1
tiny-dnn,tiny-dnn,g34r,1
tiny-dnn,tiny-dnn,goranrauker,1
tiny-dnn,tiny-dnn,vekkuli,1
tiny-dnn,tiny-dnn,jpauwels,1
tiny-dnn,tiny-dnn,KonfrareAlbert,1
tiny-dnn,tiny-dnn,m3rcuriel,1
tiny-dnn,tiny-dnn,limitfan,1
tiny-dnn,tiny-dnn,liorda,1
tiny-dnn,tiny-dnn,MasazI,1
tiny-dnn,tiny-dnn,mhfan,1
tiny-dnn,tiny-dnn,NaxAlpha,1
tiny-dnn,tiny-dnn,patrikhuber,1
tiny-dnn,tiny-dnn,rperrot,1
tiny-dnn,tiny-dnn,vowstar,1
tiny-dnn,tiny-dnn,wangshan,1
tiny-dnn,tiny-dnn,sshkhrnwbie,1
tiny-dnn,tiny-dnn,zchrissirhcz,1
tiny-dnn,tiny-dnn,zhangqianhui,1
tiny-dnn,tiny-dnn,kafendt,1
tiny-dnn,tiny-dnn,llerrito,1
tiny-dnn,tiny-dnn,notecola,1
tiny-dnn,tiny-dnn,stozpark,1
tiny-dnn,tiny-dnn,tomjaguarpaw,1
tiny-dnn,tiny-dnn,wdroz,1
tiny-dnn,tiny-dnn,whenimg0ne,1
chainer,chainer,unnonouno,2268
chainer,chainer,okuta,1516
chainer,chainer,beam2d,1392
chainer,chainer,takagi,588
chainer,chainer,mitmul,529
chainer,chainer,delta2323,431
chainer,chainer,niboshi,338
chainer,chainer,gwtnb,260
chainer,chainer,yuyu2172,244
chainer,chainer,rezoo,221
chainer,chainer,fukatani,215
chainer,chainer,Hakuyume,166
chainer,chainer,keisuke-umezawa,108
chainer,chainer,wkentaro,107
chainer,chainer,aonotas,103
chainer,chainer,KotaroSetoyama,82
chainer,chainer,muupan,60
chainer,chainer,anaruse,59
chainer,chainer,hvy,58
chainer,chainer,zori,56
chainer,chainer,iwiwi,49
chainer,chainer,kmaehashi,44
chainer,chainer,soramichi,44
chainer,chainer,kashif,43
chainer,chainer,t-abe,42
chainer,chainer,naoto0804,41
chainer,chainer,bkvogel,39
chainer,chainer,yasunorikudo,38
chainer,chainer,ronekko,36
chainer,chainer,tkerola,35
chainer,chainer,hisa0507,33
chainer,chainer,tek1031,32
chainer,chainer,EdwardRaff,30
chainer,chainer,mattya,29
chainer,chainer,asi1024,28
chainer,chainer,jekbradbury,28
chainer,chainer,soskek,27
chainer,chainer,grafi-tt,26
chainer,chainer,kikusu,26
chainer,chainer,dsanno,26
chainer,chainer,cemoody,25
chainer,chainer,boeddeker,24
chainer,chainer,shiba24,23
chainer,chainer,keisukefukuda,18
